section,emoji_handle,emoji_image,emoji_link
Nature,maple_leaf,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/maple_leaf.png
Nature,leaves,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/leaves.png
Nature,fallen_leaf,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fallen_leaf.png
Nature,herb,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/herb.png
Nature,mushroom,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mushroom.png
Nature,cactus,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/cactus.png
Nature,palm_tree,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/palm_tree.png
Nature,evergreen_tree,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/evergreen_tree.png
Nature,deciduous_tree,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/deciduous_tree.png
Nature,chestnut,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/chestnut.png
Nature,seedling,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/seedling.png
Nature,blossom,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/blossom.png
Nature,ear_of_rice,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ear_of_rice.png
Nature,shell,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/shell.png
Nature,globe_with_meridians,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/globe_with_meridians.png
Nature,sun_with_face,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/sun_with_face.png
Nature,full_moon_with_face,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/full_moon_with_face.png
Nature,new_moon_with_face,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/new_moon_with_face.png
Nature,new_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/new_moon.png
Nature,waxing_crescent_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/waxing_crescent_moon.png
Nature,first_quarter_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/first_quarter_moon.png
Nature,waxing_gibbous_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/waxing_gibbous_moon.png
Nature,full_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/full_moon.png
Nature,waning_gibbous_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/waning_gibbous_moon.png
Nature,last_quarter_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/last_quarter_moon.png
Nature,waning_crescent_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/waning_crescent_moon.png
Nature,last_quarter_moon_with_face,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/last_quarter_moon_with_face.png
Nature,first_quarter_moon_with_face,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/first_quarter_moon_with_face.png
Nature,crescent_moon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/crescent_moon.png
Nature,earth_africa,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/earth_africa.png
Nature,earth_americas,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/earth_americas.png
Nature,earth_asia,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/earth_asia.png
Nature,volcano,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/volcano.png
Nature,milky_way,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/milky_way.png
Nature,partly_sunny,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/partly_sunny.png
Nature,octocat,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/octocat.png
Nature,squirrel,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/squirrel.png
Objects,bamboo,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bamboo.png
Objects,gift_heart,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/gift_heart.png
Objects,dolls,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/dolls.png
Objects,school_satchel,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/school_satchel.png
Objects,mortar_board,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mortar_board.png
Objects,flags,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/flags.png
Objects,fireworks,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fireworks.png
Objects,sparkler,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/sparkler.png
Objects,wind_chime,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/wind_chime.png
Objects,rice_scene,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/rice_scene.png
Objects,jack_o_lantern,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/jack_o_lantern.png
Objects,ghost,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ghost.png
Objects,santa,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/santa.png
Objects,christmas_tree,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/christmas_tree.png
Objects,gift,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/gift.png
Objects,bell,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bell.png
Objects,no_bell,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/no_bell.png
Objects,tanabata_tree,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tanabata_tree.png
Objects,tada,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tada.png
Objects,confetti_ball,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/confetti_ball.png
Objects,balloon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/balloon.png
Objects,crystal_ball,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/crystal_ball.png
Objects,cd,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/cd.png
Objects,dvd,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/dvd.png
Objects,floppy_disk,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/floppy_disk.png
Objects,camera,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/camera.png
Objects,video_camera,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/video_camera.png
Objects,movie_camera,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/movie_camera.png
Objects,computer,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/computer.png
Objects,tv,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tv.png
Objects,iphone,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/iphone.png
Objects,phone,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/phone.png
Objects,telephone,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/telephone.png
Objects,telephone_receiver,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/telephone_receiver.png
Objects,pager,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pager.png
Objects,fax,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fax.png
Objects,minidisc,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/minidisc.png
Objects,vhs,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/vhs.png
Objects,sound,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/sound.png
Objects,speaker,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/speaker.png
Objects,mute,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mute.png
Objects,loudspeaker,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/loudspeaker.png
Objects,mega,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mega.png
Objects,hourglass,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/hourglass.png
Objects,hourglass_flowing_sand,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/hourglass_flowing_sand.png
Objects,alarm_clock,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/alarm_clock.png
Objects,watch,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/watch.png
Objects,radio,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/radio.png
Objects,satellite,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/satellite.png
Objects,loop,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/loop.png
Objects,mag,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mag.png
Objects,mag_right,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mag_right.png
Objects,unlock,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/unlock.png
Objects,lock,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/lock.png
Objects,lock_with_ink_pen,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/lock_with_ink_pen.png
Objects,closed_lock_with_key,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/closed_lock_with_key.png
Objects,key,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/key.png
Objects,bulb,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bulb.png
Objects,flashlight,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/flashlight.png
Objects,high_brightness,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/high_brightness.png
Objects,low_brightness,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/low_brightness.png
Objects,electric_plug,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/electric_plug.png
Objects,battery,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/battery.png
Objects,calling,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/calling.png
Objects,email,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/email.png
Objects,mailbox,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox.png
Objects,postbox,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/postbox.png
Objects,bath,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bath.png
Objects,bathtub,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bathtub.png
Objects,shower,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/shower.png
Objects,toilet,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/toilet.png
Objects,wrench,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/wrench.png
Objects,nut_and_bolt,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/nut_and_bolt.png
Objects,hammer,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/hammer.png
Objects,seat,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/seat.png
Objects,moneybag,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/moneybag.png
Objects,yen,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/yen.png
Objects,dollar,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/dollar.png
Objects,pound,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pound.png
Objects,euro,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/euro.png
Objects,credit_card,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/credit_card.png
Objects,money_with_wings,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/money_with_wings.png
Objects,e-mail,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/e-mail.png
Objects,inbox_tray,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/inbox_tray.png
Objects,outbox_tray,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/outbox_tray.png
Objects,envelope,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/envelope.png
Objects,incoming_envelope,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/incoming_envelope.png
Objects,postal_horn,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/postal_horn.png
Objects,mailbox_closed,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox_closed.png
Objects,mailbox_with_mail,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox_with_mail.png
Objects,mailbox_with_no_mail,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mailbox_with_no_mail.png
Objects,package,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/package.png
Objects,door,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/door.png
Objects,smoking,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/smoking.png
Objects,bomb,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bomb.png
Objects,gun,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/gun.png
Objects,hocho,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/hocho.png
Objects,pill,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pill.png
Objects,syringe,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/syringe.png
Objects,page_facing_up,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/page_facing_up.png
Objects,page_with_curl,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/page_with_curl.png
Objects,bookmark_tabs,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bookmark_tabs.png
Objects,bar_chart,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bar_chart.png
Objects,chart_with_upwards_trend,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/chart_with_upwards_trend.png
Objects,chart_with_downwards_trend,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/chart_with_downwards_trend.png
Objects,scroll,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/scroll.png
Objects,clipboard,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/clipboard.png
Objects,calendar,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/calendar.png
Objects,date,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/date.png
Objects,card_index,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/card_index.png
Objects,file_folder,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/file_folder.png
Objects,open_file_folder,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/open_file_folder.png
Objects,scissors,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/scissors.png
Objects,pushpin,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pushpin.png
Objects,paperclip,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/paperclip.png
Objects,black_nib,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/black_nib.png
Objects,pencil2,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pencil2.png
Objects,straight_ruler,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/straight_ruler.png
Objects,triangular_ruler,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/triangular_ruler.png
Objects,closed_book,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/closed_book.png
Objects,green_book,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/green_book.png
Objects,blue_book,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/blue_book.png
Objects,orange_book,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/orange_book.png
Objects,notebook,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/notebook.png
Objects,notebook_with_decorative_cover,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/notebook_with_decorative_cover.png
Objects,ledger,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ledger.png
Objects,books,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/books.png
Objects,bookmark,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bookmark.png
Objects,name_badge,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/name_badge.png
Objects,microscope,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/microscope.png
Objects,telescope,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/telescope.png
Objects,newspaper,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/newspaper.png
Objects,football,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/football.png
Objects,basketball,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/basketball.png
Objects,soccer,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/soccer.png
Objects,baseball,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/baseball.png
Objects,tennis,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tennis.png
Objects,8ball,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/8ball.png
Objects,rugby_football,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/rugby_football.png
Objects,bowling,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bowling.png
Objects,golf,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/golf.png
Objects,mountain_bicyclist,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mountain_bicyclist.png
Objects,bicyclist,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bicyclist.png
Objects,horse_racing,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/horse_racing.png
Objects,snowboarder,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/snowboarder.png
Objects,swimmer,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/swimmer.png
Objects,surfer,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/surfer.png
Objects,ski,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ski.png
Objects,spades,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/spades.png
Objects,hearts,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/hearts.png
Objects,clubs,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/clubs.png
Objects,diamonds,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/diamonds.png
Objects,gem,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/gem.png
Objects,ring,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ring.png
Objects,trophy,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/trophy.png
Objects,musical_score,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/musical_score.png
Objects,musical_keyboard,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/musical_keyboard.png
Objects,violin,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/violin.png
Objects,space_invader,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/space_invader.png
Objects,video_game,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/video_game.png
Objects,black_joker,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/black_joker.png
Objects,flower_playing_cards,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/flower_playing_cards.png
Objects,game_die,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/game_die.png
Objects,dart,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/dart.png
Objects,mahjong,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mahjong.png
Objects,clapper,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/clapper.png
Objects,memo,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/memo.png
Objects,pencil,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pencil.png
Objects,book,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/book.png
Objects,art,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/art.png
Objects,microphone,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/microphone.png
Objects,headphones,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/headphones.png
Objects,trumpet,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/trumpet.png
Objects,saxophone,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/saxophone.png
Objects,guitar,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/guitar.png
Objects,shoe,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/shoe.png
Objects,sandal,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/sandal.png
Objects,high_heel,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/high_heel.png
Objects,lipstick,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/lipstick.png
Objects,boot,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/boot.png
Objects,shirt,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/shirt.png
Objects,tshirt,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tshirt.png
Objects,necktie,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/necktie.png
Objects,womans_clothes,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/womans_clothes.png
Objects,dress,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/dress.png
Objects,running_shirt_with_sash,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/running_shirt_with_sash.png
Objects,jeans,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/jeans.png
Objects,kimono,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/kimono.png
Objects,bikini,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bikini.png
Objects,ribbon,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ribbon.png
Objects,tophat,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tophat.png
Objects,crown,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/crown.png
Objects,womans_hat,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/womans_hat.png
Objects,mans_shoe,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/mans_shoe.png
Objects,closed_umbrella,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/closed_umbrella.png
Objects,briefcase,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/briefcase.png
Objects,handbag,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/handbag.png
Objects,pouch,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pouch.png
Objects,purse,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/purse.png
Objects,eyeglasses,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/eyeglasses.png
Objects,fishing_pole_and_fish,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fishing_pole_and_fish.png
Objects,coffee,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/coffee.png
Objects,tea,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tea.png
Objects,sake,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/sake.png
Objects,baby_bottle,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/baby_bottle.png
Objects,beer,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/beer.png
Objects,beers,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/beers.png
Objects,cocktail,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/cocktail.png
Objects,tropical_drink,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/tropical_drink.png
Objects,wine_glass,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/wine_glass.png
Objects,fork_and_knife,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fork_and_knife.png
Objects,pizza,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/pizza.png
Objects,hamburger,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/hamburger.png
Objects,fries,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fries.png
Objects,poultry_leg,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/poultry_leg.png
Objects,meat_on_bone,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/meat_on_bone.png
Objects,spaghetti,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/spaghetti.png
Objects,curry,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/curry.png
Objects,fried_shrimp,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fried_shrimp.png
Objects,bento,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/bento.png
Objects,sushi,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/sushi.png
Objects,fish_cake,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/fish_cake.png
Objects,rice_ball,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/rice_ball.png
Objects,rice_cracker,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/rice_cracker.png
Objects,rice,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/rice.png
Objects,ramen,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/ramen.png
Objects,stew,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/stew.png
Objects,oden,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/oden.png
Objects,dango,,http://www.webpagefx.com/tools/emoji-cheat-sheet/graphics/emojis/dango.png
